"file","date","n_tweets"
"2020-01/coronavirus-tweet-id-2020-01-26-02.txt","2020-01-26",55143
"2020-01/coronavirus-tweet-id-2020-01-26-03.txt","2020-01-26",59115
"2020-01/coronavirus-tweet-id-2020-01-26-04.txt","2020-01-26",57551
"2020-01/coronavirus-tweet-id-2020-01-26-05.txt","2020-01-26",55244
"2020-01/coronavirus-tweet-id-2020-01-26-06.txt","2020-01-26",52344
"2020-01/coronavirus-tweet-id-2020-01-26-07.txt","2020-01-26",53390
"2020-01/coronavirus-tweet-id-2020-01-26-08.txt","2020-01-26",55627
"2020-01/coronavirus-tweet-id-2020-01-26-09.txt","2020-01-26",52656
"2020-01/coronavirus-tweet-id-2020-01-26-10.txt","2020-01-26",52898
"2020-01/coronavirus-tweet-id-2020-01-26-11.txt","2020-01-26",56157
"2020-01/coronavirus-tweet-id-2020-01-26-12.txt","2020-01-26",58261
"2020-01/coronavirus-tweet-id-2020-01-26-13.txt","2020-01-26",65588
"2020-01/coronavirus-tweet-id-2020-01-26-14.txt","2020-01-26",72685
"2020-01/coronavirus-tweet-id-2020-01-26-15.txt","2020-01-26",76308
"2020-01/coronavirus-tweet-id-2020-01-26-16.txt","2020-01-26",72056
"2020-01/coronavirus-tweet-id-2020-01-26-17.txt","2020-01-26",60876
"2020-01/coronavirus-tweet-id-2020-01-26-18.txt","2020-01-26",51686
"2020-01/coronavirus-tweet-id-2020-01-26-19.txt","2020-01-26",50571
"2020-01/coronavirus-tweet-id-2020-01-26-20.txt","2020-01-26",51072
"2020-01/coronavirus-tweet-id-2020-01-26-21.txt","2020-01-26",49097
"2020-01/coronavirus-tweet-id-2020-01-26-22.txt","2020-01-26",47936
"2020-01/coronavirus-tweet-id-2020-01-26-23.txt","2020-01-26",51133
"2020-01/coronavirus-tweet-id-2020-01-27-00.txt","2020-01-27",49477
"2020-01/coronavirus-tweet-id-2020-01-27-01.txt","2020-01-27",48902
"2020-01/coronavirus-tweet-id-2020-01-27-02.txt","2020-01-27",50633
"2020-01/coronavirus-tweet-id-2020-01-27-03.txt","2020-01-27",54043
"2020-01/coronavirus-tweet-id-2020-01-27-04.txt","2020-01-27",48995
"2020-01/coronavirus-tweet-id-2020-01-27-05.txt","2020-01-27",42288
"2020-01/coronavirus-tweet-id-2020-01-27-06.txt","2020-01-27",38148
"2020-01/coronavirus-tweet-id-2020-01-27-07.txt","2020-01-27",34104
"2020-01/coronavirus-tweet-id-2020-01-27-08.txt","2020-01-27",33268
"2020-01/coronavirus-tweet-id-2020-01-27-09.txt","2020-01-27",32899
"2020-01/coronavirus-tweet-id-2020-01-27-10.txt","2020-01-27",32955
"2020-01/coronavirus-tweet-id-2020-01-27-11.txt","2020-01-27",37104
"2020-01/coronavirus-tweet-id-2020-01-27-12.txt","2020-01-27",42206
"2020-01/coronavirus-tweet-id-2020-01-27-13.txt","2020-01-27",45488
"2020-01/coronavirus-tweet-id-2020-01-27-14.txt","2020-01-27",49535
"2020-01/coronavirus-tweet-id-2020-01-27-15.txt","2020-01-27",51200
"2020-01/coronavirus-tweet-id-2020-01-27-16.txt","2020-01-27",47536
"2020-01/coronavirus-tweet-id-2020-01-27-17.txt","2020-01-27",45273
"2020-01/coronavirus-tweet-id-2020-01-27-18.txt","2020-01-27",39881
"2020-01/coronavirus-tweet-id-2020-01-27-19.txt","2020-01-27",36068
"2020-01/coronavirus-tweet-id-2020-01-27-20.txt","2020-01-27",32439
"2020-01/coronavirus-tweet-id-2020-01-27-21.txt","2020-01-27",32266
"2020-01/coronavirus-tweet-id-2020-01-27-22.txt","2020-01-27",30079
"2020-01/coronavirus-tweet-id-2020-01-27-23.txt","2020-01-27",34647
"2020-01/coronavirus-tweet-id-2020-01-28-00.txt","2020-01-28",32522
"2020-01/coronavirus-tweet-id-2020-01-28-01.txt","2020-01-28",36691
"2020-01/coronavirus-tweet-id-2020-01-28-02.txt","2020-01-28",39705
"2020-01/coronavirus-tweet-id-2020-01-28-03.txt","2020-01-28",41740
"2020-01/coronavirus-tweet-id-2020-01-28-04.txt","2020-01-28",39292
"2020-01/coronavirus-tweet-id-2020-01-28-05.txt","2020-01-28",35039
"2020-01/coronavirus-tweet-id-2020-01-28-06.txt","2020-01-28",33743
"2020-01/coronavirus-tweet-id-2020-01-28-07.txt","2020-01-28",31082
"2020-01/coronavirus-tweet-id-2020-01-28-08.txt","2020-01-28",31360
"2020-01/coronavirus-tweet-id-2020-01-28-09.txt","2020-01-28",34474
"2020-01/coronavirus-tweet-id-2020-01-28-10.txt","2020-01-28",34454
"2020-01/coronavirus-tweet-id-2020-01-28-11.txt","2020-01-28",36823
"2020-01/coronavirus-tweet-id-2020-01-28-12.txt","2020-01-28",37623
"2020-01/coronavirus-tweet-id-2020-01-28-13.txt","2020-01-28",39282
"2020-01/coronavirus-tweet-id-2020-01-28-14.txt","2020-01-28",40196
"2020-01/coronavirus-tweet-id-2020-01-28-15.txt","2020-01-28",38813
"2020-01/coronavirus-tweet-id-2020-01-28-16.txt","2020-01-28",40207
"2020-01/coronavirus-tweet-id-2020-01-28-17.txt","2020-01-28",38885
"2020-01/coronavirus-tweet-id-2020-01-28-18.txt","2020-01-28",37700
"2020-01/coronavirus-tweet-id-2020-01-28-19.txt","2020-01-28",34124
"2020-01/coronavirus-tweet-id-2020-01-28-20.txt","2020-01-28",31545
"2020-01/coronavirus-tweet-id-2020-01-28-21.txt","2020-01-28",30760
"2020-01/coronavirus-tweet-id-2020-01-28-22.txt","2020-01-28",31969
"2020-01/coronavirus-tweet-id-2020-01-28-23.txt","2020-01-28",47522
"2020-01/coronavirus-tweet-id-2020-01-29-00.txt","2020-01-29",51587
"2020-01/coronavirus-tweet-id-2020-01-29-01.txt","2020-01-29",87527
"2020-01/coronavirus-tweet-id-2020-01-29-02.txt","2020-01-29",82713
"2020-01/coronavirus-tweet-id-2020-01-29-03.txt","2020-01-29",83309
"2020-01/coronavirus-tweet-id-2020-01-29-04.txt","2020-01-29",76364
"2020-01/coronavirus-tweet-id-2020-01-29-05.txt","2020-01-29",86915
"2020-01/coronavirus-tweet-id-2020-01-29-06.txt","2020-01-29",73477
"2020-01/coronavirus-tweet-id-2020-01-29-07.txt","2020-01-29",81690
"2020-01/coronavirus-tweet-id-2020-01-29-08.txt","2020-01-29",77481
"2020-01/coronavirus-tweet-id-2020-01-29-09.txt","2020-01-29",70643
"2020-01/coronavirus-tweet-id-2020-01-29-10.txt","2020-01-29",79608
"2020-01/coronavirus-tweet-id-2020-01-29-11.txt","2020-01-29",75979
"2020-01/coronavirus-tweet-id-2020-01-29-12.txt","2020-01-29",84959
"2020-01/coronavirus-tweet-id-2020-01-29-13.txt","2020-01-29",90656
"2020-01/coronavirus-tweet-id-2020-01-29-14.txt","2020-01-29",100414
"2020-01/coronavirus-tweet-id-2020-01-29-15.txt","2020-01-29",99453
"2020-01/coronavirus-tweet-id-2020-01-29-16.txt","2020-01-29",105775
"2020-01/coronavirus-tweet-id-2020-01-29-17.txt","2020-01-29",88023
"2020-01/coronavirus-tweet-id-2020-01-29-18.txt","2020-01-29",84258
"2020-01/coronavirus-tweet-id-2020-01-29-19.txt","2020-01-29",83730
"2020-01/coronavirus-tweet-id-2020-01-29-20.txt","2020-01-29",81586
"2020-01/coronavirus-tweet-id-2020-01-29-21.txt","2020-01-29",68744
"2020-01/coronavirus-tweet-id-2020-01-29-22.txt","2020-01-29",83206
"2020-01/coronavirus-tweet-id-2020-01-29-23.txt","2020-01-29",81806
"2020-01/coronavirus-tweet-id-2020-01-30-00.txt","2020-01-30",84861
"2020-01/coronavirus-tweet-id-2020-01-30-01.txt","2020-01-30",81939
"2020-01/coronavirus-tweet-id-2020-01-30-02.txt","2020-01-30",67805
"2020-01/coronavirus-tweet-id-2020-01-30-03.txt","2020-01-30",77923
"2020-01/coronavirus-tweet-id-2020-01-30-04.txt","2020-01-30",75419
"2020-01/coronavirus-tweet-id-2020-01-30-05.txt","2020-01-30",66272
"2020-01/coronavirus-tweet-id-2020-01-30-06.txt","2020-01-30",67886
"2020-01/coronavirus-tweet-id-2020-01-30-07.txt","2020-01-30",65592
"2020-01/coronavirus-tweet-id-2020-01-30-08.txt","2020-01-30",108406
"2020-01/coronavirus-tweet-id-2020-01-30-09.txt","2020-01-30",105314
"2020-01/coronavirus-tweet-id-2020-01-30-10.txt","2020-01-30",118552
"2020-01/coronavirus-tweet-id-2020-01-30-11.txt","2020-01-30",113727
"2020-01/coronavirus-tweet-id-2020-01-30-12.txt","2020-01-30",116487
"2020-01/coronavirus-tweet-id-2020-01-30-13.txt","2020-01-30",125339
"2020-01/coronavirus-tweet-id-2020-01-30-14.txt","2020-01-30",117512
"2020-01/coronavirus-tweet-id-2020-01-30-15.txt","2020-01-30",115565
"2020-01/coronavirus-tweet-id-2020-01-30-16.txt","2020-01-30",96420
"2020-01/coronavirus-tweet-id-2020-01-30-17.txt","2020-01-30",95273
"2020-01/coronavirus-tweet-id-2020-01-30-18.txt","2020-01-30",98044
"2020-01/coronavirus-tweet-id-2020-01-30-19.txt","2020-01-30",105942
"2020-01/coronavirus-tweet-id-2020-01-30-20.txt","2020-01-30",125899
"2020-01/coronavirus-tweet-id-2020-01-30-21.txt","2020-01-30",112209
"2020-01/coronavirus-tweet-id-2020-01-30-22.txt","2020-01-30",103726
"2020-01/coronavirus-tweet-id-2020-01-30-23.txt","2020-01-30",111975
"2020-01/coronavirus-tweet-id-2020-01-31-00.txt","2020-01-31",94552
"2020-01/coronavirus-tweet-id-2020-01-31-01.txt","2020-01-31",101493
"2020-01/coronavirus-tweet-id-2020-01-31-02.txt","2020-01-31",98806
"2020-01/coronavirus-tweet-id-2020-01-31-03.txt","2020-01-31",96059
"2020-01/coronavirus-tweet-id-2020-01-31-04.txt","2020-01-31",84619
"2020-01/coronavirus-tweet-id-2020-01-31-05.txt","2020-01-31",82809
"2020-01/coronavirus-tweet-id-2020-01-31-06.txt","2020-01-31",81717
"2020-01/coronavirus-tweet-id-2020-01-31-07.txt","2020-01-31",66360
"2020-01/coronavirus-tweet-id-2020-01-31-08.txt","2020-01-31",80891
"2020-01/coronavirus-tweet-id-2020-01-31-09.txt","2020-01-31",80696
"2020-01/coronavirus-tweet-id-2020-01-31-10.txt","2020-01-31",83271
"2020-01/coronavirus-tweet-id-2020-01-31-11.txt","2020-01-31",95562
"2020-01/coronavirus-tweet-id-2020-01-31-12.txt","2020-01-31",87975
"2020-01/coronavirus-tweet-id-2020-01-31-13.txt","2020-01-31",103721
"2020-01/coronavirus-tweet-id-2020-01-31-14.txt","2020-01-31",104169
"2020-01/coronavirus-tweet-id-2020-01-31-15.txt","2020-01-31",91602
"2020-01/coronavirus-tweet-id-2020-01-31-16.txt","2020-01-31",100903
"2020-01/coronavirus-tweet-id-2020-01-31-17.txt","2020-01-31",87420
"2020-01/coronavirus-tweet-id-2020-01-31-18.txt","2020-01-31",91623
"2020-01/coronavirus-tweet-id-2020-01-31-19.txt","2020-01-31",80798
"2020-01/coronavirus-tweet-id-2020-01-31-20.txt","2020-01-31",82558
"2020-01/coronavirus-tweet-id-2020-01-31-21.txt","2020-01-31",92592
"2020-01/coronavirus-tweet-id-2020-01-31-22.txt","2020-01-31",90215
"2020-01/coronavirus-tweet-id-2020-01-31-23.txt","2020-01-31",85192
"2020-02/coronavirus-tweet-id-2020-02-01-00.txt","2020-02-01",84298
"2020-02/coronavirus-tweet-id-2020-02-01-01.txt","2020-02-01",77564
"2020-02/coronavirus-tweet-id-2020-02-01-02.txt","2020-02-01",54810
"2020-02/coronavirus-tweet-id-2020-02-01-03.txt","2020-02-01",41400
"2020-02/coronavirus-tweet-id-2020-02-01-09.txt","2020-02-01",20048
"2020-02/coronavirus-tweet-id-2020-02-01-10.txt","2020-02-01",36939
"2020-02/coronavirus-tweet-id-2020-02-01-11.txt","2020-02-01",36269
"2020-02/coronavirus-tweet-id-2020-02-01-12.txt","2020-02-01",63050
"2020-02/coronavirus-tweet-id-2020-02-01-13.txt","2020-02-01",37407
"2020-02/coronavirus-tweet-id-2020-02-01-14.txt","2020-02-01",58140
"2020-02/coronavirus-tweet-id-2020-02-01-15.txt","2020-02-01",32500
"2020-02/coronavirus-tweet-id-2020-02-01-16.txt","2020-02-01",55336
"2020-02/coronavirus-tweet-id-2020-02-01-17.txt","2020-02-01",36190
"2020-02/coronavirus-tweet-id-2020-02-01-18.txt","2020-02-01",57089
"2020-02/coronavirus-tweet-id-2020-02-01-19.txt","2020-02-01",46066
"2020-02/coronavirus-tweet-id-2020-02-01-20.txt","2020-02-01",46099
"2020-02/coronavirus-tweet-id-2020-02-01-21.txt","2020-02-01",67498
"2020-02/coronavirus-tweet-id-2020-02-01-22.txt","2020-02-01",53374
"2020-02/coronavirus-tweet-id-2020-02-01-23.txt","2020-02-01",36882
"2020-02/coronavirus-tweet-id-2020-02-02-00.txt","2020-02-02",44292
"2020-02/coronavirus-tweet-id-2020-02-02-01.txt","2020-02-02",45798
"2020-02/coronavirus-tweet-id-2020-02-02-02.txt","2020-02-02",63060
"2020-02/coronavirus-tweet-id-2020-02-02-03.txt","2020-02-02",44383
"2020-02/coronavirus-tweet-id-2020-02-02-04.txt","2020-02-02",39636
"2020-02/coronavirus-tweet-id-2020-02-02-05.txt","2020-02-02",42648
"2020-02/coronavirus-tweet-id-2020-02-02-06.txt","2020-02-02",46005
"2020-02/coronavirus-tweet-id-2020-02-02-07.txt","2020-02-02",25827
"2020-02/coronavirus-tweet-id-2020-02-02-08.txt","2020-02-02",53661
"2020-02/coronavirus-tweet-id-2020-02-02-09.txt","2020-02-02",26910
"2020-02/coronavirus-tweet-id-2020-02-02-10.txt","2020-02-02",56928
"2020-02/coronavirus-tweet-id-2020-02-02-11.txt","2020-02-02",29081
"2020-02/coronavirus-tweet-id-2020-02-02-12.txt","2020-02-02",50946
"2020-02/coronavirus-tweet-id-2020-02-02-13.txt","2020-02-02",45240
"2020-02/coronavirus-tweet-id-2020-02-02-14.txt","2020-02-02",39736
"2020-02/coronavirus-tweet-id-2020-02-02-15.txt","2020-02-02",40612
"2020-02/coronavirus-tweet-id-2020-02-02-16.txt","2020-02-02",43639
"2020-02/coronavirus-tweet-id-2020-02-02-17.txt","2020-02-02",50145
"2020-02/coronavirus-tweet-id-2020-02-02-18.txt","2020-02-02",31484
"2020-02/coronavirus-tweet-id-2020-02-02-19.txt","2020-02-02",42241
"2020-02/coronavirus-tweet-id-2020-02-02-20.txt","2020-02-02",55430
"2020-02/coronavirus-tweet-id-2020-02-02-21.txt","2020-02-02",47714
"2020-02/coronavirus-tweet-id-2020-02-02-22.txt","2020-02-02",48365
"2020-02/coronavirus-tweet-id-2020-02-02-23.txt","2020-02-02",44391
"2020-02/coronavirus-tweet-id-2020-02-03-00.txt","2020-02-03",44320
"2020-02/coronavirus-tweet-id-2020-02-03-01.txt","2020-02-03",44201
"2020-02/coronavirus-tweet-id-2020-02-03-02.txt","2020-02-03",45494
"2020-02/coronavirus-tweet-id-2020-02-03-03.txt","2020-02-03",35096
"2020-02/coronavirus-tweet-id-2020-02-03-04.txt","2020-02-03",33925
"2020-02/coronavirus-tweet-id-2020-02-03-05.txt","2020-02-03",58826
"2020-02/coronavirus-tweet-id-2020-02-03-06.txt","2020-02-03",52100
"2020-02/coronavirus-tweet-id-2020-02-03-07.txt","2020-02-03",29582
"2020-02/coronavirus-tweet-id-2020-02-03-08.txt","2020-02-03",36541
"2020-02/coronavirus-tweet-id-2020-02-03-09.txt","2020-02-03",41108
"2020-02/coronavirus-tweet-id-2020-02-03-10.txt","2020-02-03",41779
"2020-02/coronavirus-tweet-id-2020-02-03-11.txt","2020-02-03",45719
"2020-02/coronavirus-tweet-id-2020-02-03-12.txt","2020-02-03",51703
"2020-02/coronavirus-tweet-id-2020-02-03-13.txt","2020-02-03",47294
"2020-02/coronavirus-tweet-id-2020-02-03-14.txt","2020-02-03",35710
"2020-02/coronavirus-tweet-id-2020-02-03-15.txt","2020-02-03",46533
"2020-02/coronavirus-tweet-id-2020-02-03-16.txt","2020-02-03",42174
"2020-02/coronavirus-tweet-id-2020-02-03-17.txt","2020-02-03",55605
"2020-02/coronavirus-tweet-id-2020-02-03-18.txt","2020-02-03",44983
"2020-02/coronavirus-tweet-id-2020-02-03-19.txt","2020-02-03",38090
"2020-02/coronavirus-tweet-id-2020-02-03-20.txt","2020-02-03",37525
"2020-02/coronavirus-tweet-id-2020-02-03-21.txt","2020-02-03",69688
"2020-02/coronavirus-tweet-id-2020-02-03-22.txt","2020-02-03",33742
"2020-02/coronavirus-tweet-id-2020-02-03-23.txt","2020-02-03",33285
"2020-02/coronavirus-tweet-id-2020-02-04-00.txt","2020-02-04",57840
"2020-02/coronavirus-tweet-id-2020-02-04-01.txt","2020-02-04",54072
"2020-02/coronavirus-tweet-id-2020-02-04-02.txt","2020-02-04",32225
"2020-02/coronavirus-tweet-id-2020-02-04-03.txt","2020-02-04",38771
"2020-02/coronavirus-tweet-id-2020-02-04-04.txt","2020-02-04",69478
"2020-02/coronavirus-tweet-id-2020-02-04-05.txt","2020-02-04",21480
"2020-02/coronavirus-tweet-id-2020-02-04-06.txt","2020-02-04",72600
"2020-02/coronavirus-tweet-id-2020-02-04-07.txt","2020-02-04",21984
"2020-02/coronavirus-tweet-id-2020-02-04-08.txt","2020-02-04",74752
"2020-02/coronavirus-tweet-id-2020-02-04-09.txt","2020-02-04",14816
"2020-02/coronavirus-tweet-id-2020-02-04-10.txt","2020-02-04",64971
"2020-02/coronavirus-tweet-id-2020-02-04-11.txt","2020-02-04",53107
"2020-02/coronavirus-tweet-id-2020-02-04-12.txt","2020-02-04",43449
"2020-02/coronavirus-tweet-id-2020-02-04-13.txt","2020-02-04",47102
"2020-02/coronavirus-tweet-id-2020-02-04-14.txt","2020-02-04",47144
"2020-02/coronavirus-tweet-id-2020-02-04-15.txt","2020-02-04",49807
"2020-02/coronavirus-tweet-id-2020-02-04-16.txt","2020-02-04",51007
"2020-02/coronavirus-tweet-id-2020-02-04-17.txt","2020-02-04",38105
"2020-02/coronavirus-tweet-id-2020-02-04-18.txt","2020-02-04",55711
"2020-02/coronavirus-tweet-id-2020-02-04-19.txt","2020-02-04",43050
"2020-02/coronavirus-tweet-id-2020-02-04-20.txt","2020-02-04",56853
"2020-02/coronavirus-tweet-id-2020-02-04-21.txt","2020-02-04",61069
"2020-02/coronavirus-tweet-id-2020-02-04-22.txt","2020-02-04",33126
"2020-02/coronavirus-tweet-id-2020-02-04-23.txt","2020-02-04",65534
"2020-02/coronavirus-tweet-id-2020-02-05-00.txt","2020-02-05",33363
"2020-02/coronavirus-tweet-id-2020-02-05-01.txt","2020-02-05",56003
"2020-02/coronavirus-tweet-id-2020-02-05-02.txt","2020-02-05",47019
"2020-02/coronavirus-tweet-id-2020-02-05-03.txt","2020-02-05",26362
"2020-02/coronavirus-tweet-id-2020-02-05-04.txt","2020-02-05",65972
"2020-02/coronavirus-tweet-id-2020-02-05-05.txt","2020-02-05",25569
"2020-02/coronavirus-tweet-id-2020-02-05-06.txt","2020-02-05",54954
"2020-02/coronavirus-tweet-id-2020-02-05-07.txt","2020-02-05",43451
"2020-02/coronavirus-tweet-id-2020-02-05-08.txt","2020-02-05",37993
"2020-02/coronavirus-tweet-id-2020-02-05-09.txt","2020-02-05",40917
"2020-02/coronavirus-tweet-id-2020-02-05-10.txt","2020-02-05",50854
"2020-02/coronavirus-tweet-id-2020-02-05-11.txt","2020-02-05",27465
"2020-02/coronavirus-tweet-id-2020-02-05-12.txt","2020-02-05",31758
"2020-02/coronavirus-tweet-id-2020-02-05-13.txt","2020-02-05",47842
"2020-02/coronavirus-tweet-id-2020-02-05-14.txt","2020-02-05",43300
"2020-02/coronavirus-tweet-id-2020-02-05-15.txt","2020-02-05",46215
